RaceYear,RaceName,Driver,Stint,Compound,degradation_slope_seconds_per_lap,intercept,n_laps,min_tyre_life,max_tyre_life
2018,Brazilian Grand Prix,HAR,1,MEDIUM,-0.0455447502312673,2.1230230111008273,47,2.0,48.0
2018,Brazilian Grand Prix,HAR,2,SUPERSOFT,0.1413060150375939,-0.30436917293232907,20,2.0,21.0
2018,Brazilian Grand Prix,HUL,1,SOFT,-0.06945484400656829,2.5533883415435197,28,4.0,31.0
2018,Brazilian Grand Prix,LEC,1,SUPERSOFT,-0.02789906417112307,1.3915572638146196,33,7.0,39.0
2018,Brazilian Grand Prix,LEC,2,MEDIUM,-0.021845938375350215,1.4022728291316593,35,2.0,36.0
2018,Brazilian Grand Prix,MAG,1,SOFT,-0.04261133603238858,1.8686842105263146,39,2.0,40.0
2018,Brazilian Grand Prix,MAG,2,SUPERSOFT,-0.01756059113300476,0.9198660098522107,29,2.0,30.0
2018,Brazilian Grand Prix,OCO,1,SOFT,-0.04658452784768565,2.022667031403877,38,2.0,39.0
2018,Brazilian Grand Prix,OCO,2,SUPERSOFT,-0.43502499999999966,5.664624999999996,15,2.0,16.0
2018,Brazilian Grand Prix,OCO,3,SUPERSOFT,0.005370629370629114,0.3320862470862516,12,19.0,30.0
2018,Brazilian Grand Prix,PER,1,SUPERSOFT,-0.035261261261261244,1.5045765765765724,37,2.0,38.0
2018,Brazilian Grand Prix,PER,2,SOFT,0.019422914349277096,0.598121913236933,30,2.0,31.0
2018,Brazilian Grand Prix,RAI,1,SOFT,-0.03906551724137931,1.5231068965517176,29,5.0,33.0
2018,Brazilian Grand Prix,RAI,2,MEDIUM,-0.03814271255060725,1.621048245614029,39,2.0,40.0
